373.012	395.22	
369.983	405.291	
366.19	406.821	
369.347	407.759	
374.67	407.253	
381.021	397.846	
375.039	405.38	
365.12	395.604	
366.717	392.496	
367.311	395.909	
369.165	404.458	
368.111	395.309	
366.461	395.894	
360.912	399.994	
361.39	404.897	
366.709	408.045	
361.83	417.101	
363.53	415.293	
372.867	402.761	
365.618	412.603	
363.404	419.39	
362.907	421.522	
360.605	424.653	
356.401	424.454	
352.905	424.858	
348.781	419.054	
340.631	425.947	
348.345	426.335	
359.046	427.295	
363.147	421.553	
370.335	420.605	
380.831	420.513	
385.513	419.151	
394.476	408.572	
392.561	409.984	
388.309	408.498	
393.372	412.494	
383.516	409.808	
373.827	424.349	
366.877	420.341	
367.78	413.282	
369.868	420.614	
362.555	415.474	
377.065	412.104	
376.354	407.397	
366.363	399.245	
364.519	397.378	
364.532	390.6	
364.12	390.924	
365.492	382.52	
368.864	384.421	
367.366	387.765	
364.551	392.108	
362.452	404.913	
363.345	406.261	
362.919	415.348	
361.621	420.109	
373.096	396.638	
368.496	409.995	
369.099	419.55	
371.901	417.68	
357.393	428.851	
349.567	427.466	
346.664	432.45	
340.598	428.383	
344.282	429.136	
351.981	432.127	
363.017	433.656	
366.179	423.59	
376.926	421.744	
384.006	419.793	
388.867	415.105	
393.918	416.504	
391.5	413.698	
389.445	417.967	
386.657	418.192	
384.868	413.951	
382.415	412.876	
375.458	429.604	
381.705	429.379	
372.481	435.751	
379.967	417.922	
368.72	410.603	
375.07	414.799	
371.978	387.265	
371.033	391.697	
370.328	353.837	
364.894	385.786	
373.468	384.562	
372.541	388.872	
371.686	392.264	
371.822	395.917	
373.235	402.406	
367.58	413.619	
367.855	415.657	
365.581	417.682	
366.571	407.432	
365.257	415.367	
362.73	426.201	
363.455	432.566	
355.202	432.091	
351.32	436.874	
342.339	425.414	
342.265	435.195	
355.285	434.954	
356.832	442.551	
358.82	437.153	
361.058	433.276	
364.378	429.193	
366.7	426.251	
370.83	416.461	
370.83	416.461	
375.132	413.935	
380.864	409.62	
383.504	408.843	
388.926	409.4	
385.643	407.243	
